idptar;nomptar;CodeINSEE;X;Y;coord
2035;Château de Vincennes;94080;607641;2427335;48.8443251036,2.44055234288
1751;Porte de Vincennes;75120;605457;2427632;48.8470164776,2.410816879
1698;Reuilly-Diderot;75112;603623;2427668;48.8473528362,2.38584253671
1892;Hôtel de Ville;75104;601143;2428780;48.8573558864,2.35207356353
2111;Bastille;75104;602402;2428293;48.8529756339,2.36921882111
2522;Saint-Paul (Le Marais);75104;601823;2428533;48.8551344775,2.36133433573
2155;Châtelet;75101;600839;2428915;48.8585696317,2.3479332425
2170;Concorde;75108;598876;2429706;48.8656780557,2.32119376847
2544;Champs-Elysées-Clémenceau;75108;598357;2429936;48.8677439853,2.31412277704
2200;Franklin-Roosevelt;75108;598073;2430077;48.8690103872,2.31025317756
2098;Argentine;75117;596546;2430819;48.8756724452,2.28944416115
2433;Porte Maillot;75117;596034;2431079;48.8780061355,2.28246563667
2283;La Défense (Grande Arche);92062;592772;2432620;48.8918267141,2.23799203988
1833;Nation;75112;604444;2427899;48.8494238601,2.39702503497
2086;Barbès-Rochechouart;75109;600956;2431709;48.8836800685,2.34953280032
1791;Pigalle;75118;600055;2431569;48.8824224877,2.33725467877
2071;Blanche;75118;599705;2431719;48.8837704781,2.33248514494
1795;Place de Clichy;75109;599330;2431684;48.8834556108,2.32737499008
1707;Rome;75117;598818;2431530;48.8820707932,2.32039833598
1822;Monceau;75108;598012;2431364;48.88057685,2.30941594283
1694;Victor Hugo;75116;596236;2430173;48.8698648717,2.28522620392
2338;Nation;75112;604444;2427899;48.8494238601,2.39702503497
2160;Alexandre-Dumas;75111;604262;2428678;48.8564263076,2.39455425432
2296;Jaurès;75119;602454;2431608;48.882768506,2.36994579566
1785;Père-Lachaise;75111;603699;2429403;48.8629456209,2.38689240121
1889;Havre-Caumartin;75109;599411;2430572;48.8734618499,2.32848048114
1881;Malesherbes;75117;598129;2431582;48.8825364321,2.31100923967
1862;L1se Michel;92044;596445;2432332;48.8892695815,2.28805512147
2044;Anatole-France;92044;596259;2432638;48.8920185856,2.28551744146
2389;Parmentier;75111;602808;2429660;48.8652598159,2.37475707838
2196;Bourse;75102;600306;2430049;48.8687617518,2.34067412548
2438;Quatre Septembre;75102;599987;2430149;48.8696605314,2.33632827831
2510;Villiers;75117;598506;2431456;48.8814050597,2.31614704757
2396;Pereire;75117;597111;2431860;48.8850310205,2.29713510817
2416;Porte de Champerret;75117;596724;2431939;48.8857391189,2.29186061734
2341;Pont de Levallois-Bécon;92044;595911;2433227;48.8973098644,2.28076863947
1668;Simplon;75118;600744;2432944;48.894779515,2.34664584169
2034;Château d'Eau;75110;601435;2430460;48.8724541102,2.3560561648
1934;Etienne Marcel;75101;600916;2429487;48.8637103257,2.34898319279
1828;Mouton-Duvernet;75114;599552;2425980;48.8321915585,2.3304069893
1735;Porte d'Orléans (Général Leclerc);75114;599160;2424937;48.8228170194,2.32507262181
4028973;Mairie de Montrouge;92049;598761;2424453;48.8184662963,2.31964321528
2535;Marcadet-Poissonniers;75118;600944;2432584;48.8915438899,2.34937111205
2208;Gare de l'Est (Verdun);75110;601577;2430932;48.8766957953,2.35799250722
2472;Saint-Michel;75105;600550;2428362;48.8535998671,2.34399623776
2312;Odéon;75106;600167;2428206;48.8521980045,2.33877999971
2466;Saint-Germain des Prés;75106;599746;2428345;48.853447197,2.33304632271
2411;Saint-Sulpice;75106;599593;2428089;48.8511463143,2.33096285303
2442;Saint-Placide;75106;599306;2427629;48.8470117994,2.32705510802
2502;Vavin;75106;599439;2427078;48.8420598168,2.3288670471
1901;Jaurès;75119;602501;2431620;48.8828761755,2.37058633283
1898;Jacques-Bonsergent;75110;601767;2430265;48.8707007825,2.36057863225
2063;Bastille;75104;602398;2428339;48.8533890715,2.36916459888
1793;Place d'Italie;75113;601392;2425879;48.8312826147,2.35545586703
2424;Porte de Pantin;75119;604103;2432256;48.8885839402,2.39242287239
2247;Laumière;75119;603125;2431849;48.8849315698,2.37909124357
2485;Stalingrad;75119;602264;2431762;48.8841532224,2.36735747413
2377;République;75111;602005;2429922;48.8676174458,2.3638195181
2164;Bréguet-Sabin;75111;602516;2428715;48.8567679088,2.37077385505
2112;Bastille;75104;602398;2428339;48.8533890715,2.36916459888
2437;Quai de la Rapée;75112;602233;2427513;48.8459659916,2.3669131764
2521;Saint-Marcel;75113;601846;2426787;48.8394422381,2.36164021079
1789;Picpus;75112;604794;2427443;48.8453230738,2.40178631043
2082;Dugommier;75112;603881;2426725;48.8388761109,2.38934738424
1644;Quai de la Gare;75113;602743;2426584;48.837614635,2.37385211235
1794;Place d'Italie;75113;601417;2425860;48.8311117975,2.35579614238
1640;Saint-Jacques;75114;600013;2426069;48.832991651,2.33668289331
1763;Raspail;75114;599572;2426724;48.8388783378,2.33067841595
2229;Chevaleret;75113;602235;2426246;48.8345787576,2.36693389574
2303;Nationale;75113;601866;2426057;48.8328812479,2.36190940468
2364;Montparnasse-Bienvenue;75114;598878;2427057;48.8418702955,2.32122837067
2135;Cambronne;75115;597469;2427706;48.8476990674,2.30203914034
2390;Passy;75116;596262;2428801;48.8575343417,2.28559270248
2497;Trocadéro;75116;596385;2429372;48.8626668651,2.28726305822
2149;Charles de Gaulle-Etoile;75108;596936;2430601;48.8737152275,2.29475955952
2055;Aubervilliers Pantin (4 Chemins);93001;604106;2433960;48.9038980068,2.39248007534
1703;Riquet;75119;602783;2432234;48.8883931911,2.37443310555
1676;Stalingrad;75119;602375;2431753;48.8840719456,2.36887005944
1860;L1s Blanc;75110;602099;2431400;48.8809003874,2.36510721493
1847;Opéra;75109;599710;2430249;48.8705591758,2.33255447872
1806;Pont Neuf;75101;600412;2428911;48.8585340615,2.34211723533
1966;Châtelet;75101;600787;2428763;48.8572036047,2.34722470772
1805;Pont Marie (Cité des Arts);75104;601533;2428347;48.8534635449,2.35738396948
1907;Jussieu;75105;601344;2427513;48.8459683914,2.35480738936
2104;Aubervilliers Pantin (4 Chemins);93001;604106;2433960;48.9038980068,2.39248007534
2327;L1s Blanc;75110;602099;2431400;48.8809003874,2.36510721493
2373;Poissonnière;75110;600945;2431005;48.8773530545,2.34938142062
2314;Opéra;75109;599710;2430249;48.8705591758,2.33255447872
2345;Pont Neuf;75101;600412;2428911;48.8585340615,2.34211723533
2232;Jussieu;75105;601344;2427513;48.8459683914,2.35480738936
2529;Place Monge (Jardin des Plantes);75105;601146;2427201;48.843164652,2.35211035908
2250;Le Kremlin-Bicêtre;94043;601861;2423554;48.8103850843,2.36183067976
3343338;Boucicaut;75115;596432;2426964;48.8410253145,2.287923864
3343769;Richelieu-Drouot;75109;600250;2430410;48.8720061982,2.33991138728
3343779;Filles du Calvaire;75103;602220;2429417;48.8630781356,2.36674588025
3343797;Michel Bizot;75112;604878;2426516;48.8369909969,2.40291960354
3343803;Liberté;94018;605209;2425253;48.8256370709,2.40741080209
3343809;Maisons-Alfort-Stade;94046;607332;2423318;48.8082253066,2.43627581772
3343811;Maisons-Alfort-Les Juilliottes;94046;608061;2422682;48.802500401,2.44618361523
3343819;Pointe du Lac;94028;609498;2418858;48.7681110356,2.46565028571
3343337;Lourmel;75115;596015;2426702;48.8386680882,2.28224848505
3343770;Richelieu-Drouot;75109;600250;2430410;48.8720061982,2.33991138728
3343774;Bonne Nouvelle;75109;600880;2430251;48.8705767128,2.34849429038
3343782;Saint-Sébastien-Froissart;75103;602258;2429183;48.8609749564,2.36726229169
3343784;Chemin Vert;75103;602315;2428806;48.8575865037,2.36803669161
3343796;Daumesnil (Félix Eboué);75112;604339;2426815;48.8396820994,2.39558416701
3343802;Porte de Charenton;75112;604698;2426034;48.8326603057,2.40046363512
3343804;Liberté;94018;605209;2425253;48.8256370709,2.40741080209
3343806;Charenton-Ecoles;94018;605683;2424792;48.8214897784,2.413856759
3343812;Maisons-Alfort-Les Juilliottes;94046;608061;2422682;48.802500401,2.44618361523
1936;Exelmans;75116;594392;2427175;48.8429069378,2.26014439455
1972;Chaussée d'Antin (La Fayette);75109;599746;2430505;48.8728599486,2.33304474759
1712;Grands Boulevards;75109;600492;2430355;48.8715117763,2.34320837421
2014;Buzenval;75120;604765;2428119;48.8513988304,2.40139892607
1745;Porte de Montreuil;75120;605430;2428340;48.853379837,2.41045818408
1704;Robespierre;93048;606399;2428597;48.8556807674,2.42365908215
2440;Ranelagh;75116;595114;2428576;48.8555043622,2.26995917492
2460;Saint-Augustin;75108;598842;2430675;48.8743867195,2.32072782863
2190;Bonne Nouvelle;75109;600907;2430242;48.8704957916,2.34886211411
2488;Strasbourg-Saint-Denis;75102;601323;2430101;48.8692278902,2.35452917205
2311;Oberkampf;75111;602368;2429553;48.8642999032,2.36876264947
2026;Chardon-Lagache;75116;594891;2427419;48.8451040988,2.2669360557
1903;Javel-André-Citroen;75115;595690;2427514;48.8459638397,2.27781512302
1916;La Motte-Picquet-Grenelle;75115;597169;2427831;48.8488212259,2.29795296069
1811;Maubert-Mutualité;75105;600912;2427930;48.8497168994,2.34892555516
2346;Porte d'Auteuil;75116;594213;2427767;48.8482259396,2.25769888233
2476;Sèvres-Babylone;75107;599237;2428066;48.8509392477,2.32611465149
2334;Mabillon;75106;599900;2428278;48.8528450929,2.33514371518
1761;Rambuteau;75104;601232;2429207;48.8611933549,2.35328695654
1965;Châtelet;75101;600827;2428947;48.8588572436,2.34776985341
2492;Télégraphe;75120;604563;2430803;48.8755224085,2.39867650781
1986;Corentin-Celton;92040;595773;2425385;48.8268298466,2.27896685824
1691;Vaugirard (Adolphe Chérioux);75115;597398;2426787;48.8394392405,2.30107803914
1710;Rue du Bac;75107;599207;2428617;48.855891297,2.32570499057
1869;Madeleine;75108;599127;2430164;48.8697946745,2.32461200869
1841;Notre-Dame de Lorette;75109;600185;2430943;48.876796447,2.33902598146
1720;Saint-Georges;75109;600097;2431143;48.8785939145,2.33782696558
1906;Jules Joffrin;75118;600574;2432690;48.8924969362,2.34432840722
2428;Porte de Versailles;75115;596427;2425988;48.832253412,2.28786413449
2526;Rennes;75106;599377;2427761;48.848198228,2.32802174529
2455;Rue du Bac;75107;599207;2428617;48.855891297,2.32570499057
2479;Solférino;75107;599015;2428911;48.8585333187,2.32308924545
2101;Assemblée Nationale;75107;598811;2429236;48.8614538635,2.32030968717
2336;Madeleine;75108;599127;2430164;48.8697946745,2.32461200869
2496;Trinité-d'Estienne d'Orves;75109;599655;2430891;48.8763289967,2.33180456518
2308;Notre-Dame de Lorette;75109;600185;2430943;48.876796447,2.33902598146
2267;Jules Joffrin;75118;600574;2432690;48.8924969362,2.34432840722
2279;Marcadet-Poissonniers;75118;600957;2432591;48.891606782,2.34954830766
1928;Duroc;75107;598534;2427627;48.8469924601,2.31654234144
1719;Saint-François-Xavier;75107;598379;2428071;48.850982519,2.31442986127
1656;La Fourche;75117;599209;2432127;48.8874368018,2.32572521868
1748;Porte de Saint-Ouen;75118;599451;2433248;48.897511692,2.32902164388
2009;Brochant;75117;598803;2432481;48.8906176051,2.3201911209
1741;Porte de Clichy;75117;598320;2432901;48.8943910919,2.31360657277
2427;Porte de Vanves;75114;597635;2425488;48.8277652858,2.30431234743
2203;Gaîté;75114;598972;2426710;48.8387517806,2.32250918289
2469;Saint-Lazare;75108;599096;2430862;48.8760677736,2.32418809744
2325;Liège;75108;599292;2431248;48.8795371256,2.32685794394
2284;Guy-Môquet;75118;599339;2432747;48.8930090153,2.32749583616
2270;Mairie de Saint-Ouen;93070;599797;2434818;48.9116216396,2.33373696151
2419;Porte de Clichy;75117;598320;2432901;48.8943910919,2.31360657277
2268;Mairie de Clichy;92024;597719;2433968;48.9039784414,2.30540903178
1166840;Saint-Lazare;75108;599174;2430806;48.875564597,2.3252509807
1166825;Olympiades;75113;602243;2425397;48.8269482412,2.36703843005
1718;Saint-Fargeau;75120;604966;2430383;48.8717447834,2.40416253824
2539;Gambetta;75120;604561;2429627;48.8649533218,2.39863674401
22790;Antony;92002;597371;2417336;48.7544948531,2.30077014673
2021;Cergy-Préfecture;95127;581243;2448683;49.0359437943,2.08014375391
48433;Neuville-Université;95450;581106;2446273;49.0142832167,2.07837982229
2039;Achères-Ville;78005;581038;2441373;48.9702479985,2.07767192171
1913;La Défense (Grande Arche);92062;592698;2432640;48.8920056133,2.23698312048
2084;Charles de Gaulle-Etoile;75117;596959;2430651;48.8741647041,2.2950725596
2053;Auber;75109;599501;2430477;48.8726081392,2.32970681311
1967;Châtelet-Les Halles;75101;600759;2429237;48.8614636698,2.34684412827
1956;Gare de Lyon;75112;602742;2427384;48.8448046743,2.37384356794
1839;Noisiel;77337;620571;2427273;48.8434849935,2.61661461052
1848;Le Parc de Saint-Maur;94068;610958;2422982;48.8051541254,2.48560756857
48430;Cergy-Le-Haut;95127;576282;2450136;49.0488353245,2.01225841561
48434;Neuville-Université;95450;581106;2446273;49.0142832167,2.07837982229
2173;Conflans-Fin d'Oise;78172;580802;2443477;48.9891484689,2.07435447398
2340;Poissy;78498;578342;2437256;48.9331642217,2.04108350764
2771311;Achères Grand Cormier;78498;578342;2437256;48.9331642217,2.04108350764
2368;Nanterre-Préfecture;92050;591680;2433048;48.8956598913,2.22310032472
2532;Noisy-le-Grand (Mont d'Est);93051;615533;2426958;48.8407951048,2.54800262639
2198;Fontenay-sous-Bois;94033;609423;2427236;48.8434118184,2.46481539994
2244;La Varenne-Chennevières;94068;612977;2421849;48.794933504,2.51304475439
1777;Parc des Expositions;93078;613038;2441721;48.9735259917,2.5144841727
1999;Drancy;93029;608695;2437171;48.9327097684,2.45510534184
1968;Châtelet-Les Halles;75101;600756;2429274;48.8617962067,2.34680332537
1976;Cité Universitaire;75114;600234;2424661;48.8203370161,2.33969097138
2059;Bagneux;94016;598884;2421648;48.7932557555,2.32132499298
1705;Robinson;92071;595923;2420178;48.7800312802,2.28105937514
2045;Antony;92002;597378;2417373;48.7548274442,2.30086506726
1941;Fontaine-Michalon;92002;597098;2416161;48.7439325227,2.29706733128
1810;Massy-Verrières;91377;595347;2415124;48.7346012614,2.27328170666
1775;Palaiseau;91477;593374;2413270;48.7179193959,2.24650141299
1776;Palaiseau Villebon;91477;592676;2412139;48.7077458422,2.23703952979
2078;Gif-sur-Yvette;91272;585327;2411116;48.6984244547,2.13726749699
1988;Courcelle-sur-Yvette;91272;582517;2411384;48.7007629772,2.09910052373
2474;Sevran Livry;93071;614531;2437578;48.9362622083,2.53472278012
2105;Aulnay-sous-Bois;93005;611496;2437109;48.9321087219,2.49330955925
2103;La Courneuve-Aubervilliers;93001;603512;2436199;48.9240233942,2.38440066136
2223;Châtelet-Les Halles;75101;600756;2429274;48.8617962067,2.34680332537
2215;Gentilly;94037;600321;2424150;48.8157442651,2.34087477169
2540;Sceaux;92071;597140;2420317;48.7812872777,2.29760964767
2320;Les Baconnets;92002;596401;2415655;48.7393808872,2.28759904436
2349;Massy-Verrières;91377;595347;2415124;48.7346012614,2.27328170666
2332;Lozère;91477;590800;2411953;48.7060497522,2.21156541289
2130;Bures-sur-Yvette;91122;587228;2410812;48.6957326095,2.16308967182
2178;Courcelle-sur-Yvette;91272;582517;2411384;48.7007629772,2.09910052373
2265258;H1lles Carrières-sur-Seine;;;;
2265274;Les Mureaux;;;;
2265290;Rosny-sur-Seine;;;;
2265294;Vernon;;;;
2265288;Evreux;;;;
2265295;Vernon;;;;
2265285;Breval;;;;
2265267;Poissy;;;;
46103;Le Stade;;;;
46105;Val d'Argenteuil;;;;
46613;Bois-Colombes;;;;
46115;Gare Saint-Lazare;;;;
810756;Asnières;;;;
810760;Colombes;;;;
46122;Boissy-l'Aillerie;;;;
46467;Chaumont-en-Vexin;;;;
46979;Chaumont-en-Vexin;;;;
46637;Santeuil Le Perchay;;;;
46632;Pontoise;;;;
788270;Val d'Argenteuil;;;;
810761;Colombes;;;;
46107;Gare Saint-Lazare;;;;
46108;Cormeilles-en-Parisis;;;;
591491;Herblay;;;;
46468;Triel-sur-Seine;;;;
46137;Limay;;;;
46469;Mantes-la-Jolie;;;;
46981;Mantes-la-Jolie;;;;
46648;Issou Porcheville;;;;
46626;Meulan Hardricourt;;;;
46620;Cormeilles-en-Parisis;;;;
591506;Val d'Argenteuil;;;;
3144463;La Garenne-Colombes;;;;
3144469;Maisons-Laffitte;;;;
3144452;Gare Saint-Lazare;;;;
4747041;Asnières;;;;
4747043;Bois-Colombes;;;;
4747176;Maurecourt;;;;
4747391;Andrésy;;;;
4747180;Chanteloup-lès-Vignes;;;;
4747182;Triel-sur-Seine;;;;
46164;Courbevoie;;;;
46168;Sèvres Ville-d'Avray;;;;
46170;Viroflay-Rive Droite;;;;
46678;Suresnes Mont-Valérien;;;;
46675;Bécon-les-Bruyères;;;;
46173;Gare Saint-Lazare;;;;
591540;Puteaux;;;;
591542;Suresnes Mont-Valérien;;;;
46175;Saint-Cloud;;;;
46176;Garches Marne-la-Coquette;;;;
46180;L'Etang-la-Ville;;;;
46181;Saint-Nom-la-Bretêche Forêt de Marly;;;;
46693;Saint-Nom-la-Bretêche Forêt de Marly;;;;
46692;L'Etang-la-Ville;;;;
591545;Le Val d'Or;;;;
591537;Bécon-les-Bruyères;;;;
47105;Les Vallées;;;;
47110;Maisons-Laffitte;;;;
47112;Cergy-Préfecture;;;;
47125;Cergy-Saint-Christophe;;;;
47128;Neuville-Université;;;;
47117;Les Vallées;;;;
591510;Clichy Levallois;;;;
183889;Noisy-Le-Roi;;;;
183891;Saint-Nom-la-Bretêche Forêt de Marly;;;;
183890;Noisy-Le-Roi;;;;
46218;Saint-Cyr;;;;
46220;Chaville-Vélizy;;;;
46221;Issy;;;;
46225;Pont de l'alma;;;;
46226;Invalides;;;;
46229;Bibliothèque-François Mitterrand;;;;
46240;Lardy;;;;
46242;Etampes;;;;
46243;Saint-Martin d'Etampes;;;;
46439;Choisy-le-Roi;;;;
46482;Brétigny-sur-Orge;;;;
46730;Saint-Cyr;;;;
46747;Athis-Mons;;;;
46751;Marolles-en-Hurepoix;;;;
46950;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
47041;Meudon-Val-Fleury;;;;
47043;Bouray;;;;
7051154;Porchefontaine;;;;
46246;Versailles-Chantiers;;;;
46247;Chaville-Vélizy;;;;
46251;Pont de l'alma;;;;
46257;Les Ardoines;;;;
46260;Athis-Mons;;;;
46262;Savigny-sur-Orge;;;;
46269;Breuillet-Village;;;;
46270;Saint-Chéron;;;;
46483;Viroflay-Rive Gauche;;;;
46756;Saint-Quentin-en-Yvelines;;;;
46763;Pont de l'alma;;;;
46769;Les Ardoines;;;;
46774;Savigny-sur-Orge;;;;
46775;Epinay-sur-Orge;;;;
46779;Egly;;;;
46781;Breuillet-Village;;;;
46955;Arpajon;;;;
46995;Viroflay-Rive Gauche;;;;
46996;Ivry-sur-Seine;;;;
7051156;Versailles Château-Rive Gauche;;;;
7051157;Versailles Château-Rive Gauche;;;;
46279;Saint-Gratien;;;;
46281;Gennevilliers;;;;
46282;Porte de Clichy;;;;
46284;Pereire;;;;
46294;Choisy-le-Roi;;;;
46533;Saint-Ouen;;;;
46788;Montigny-Beauchamp;;;;
46790;Cernay;;;;
46798;Avenue Foch;;;;
46806;Choisy-le-Roi;;;;
142884;Chemin d'Antony;;;;
142886;Massy-Verrières;;;;
142890;Juvisy-sur-Orge;;;;
142897;Villeneuve-le-Roi;;;;
142899;Athis-Mons;;;;
142900;Athis-Mons;;;;
162244;Pierrelaye;;;;
162245;Pierrelaye;;;;
591239;La Norville Saint-Germain-lès-Arpajon;;;;
591244;Breuillet Bruyères-le-Châtel;;;;
46303;Vitry-sur-Seine;;;;
46304;Les Ardoines;;;;
46309;Massy-Verrières;;;;
46810;Pont de l'alma;;;;
46811;Saint-Michel Notre-Dame;;;;
46312;Porchefontaine;;;;
46313;Viroflay-Rive Gauche;;;;
46315;Issy;;;;
46316;Issy-Val de Seine;;;;
46317;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
46326;Juvisy-sur-Orge;;;;
46329;Sainte-Geneviève-des-Bois;;;;
46535;Musée d'Orsay;;;;
46825;Viroflay-Rive Gauche;;;;
46827;Issy;;;;
46840;Epinay-sur-Orge;;;;
47047;Musée d'Orsay;;;;
142865;Vitry-sur-Seine;;;;
46334;Issy;;;;
46347;Gravigny-Balizy;;;;
46536;Pont de l'alma;;;;
46844;Viroflay-Rive Gauche;;;;
46847;Issy-Val de Seine;;;;
46853;Gare d'Austerlitz;;;;
46856;Athis-Mons;;;;
46858;Savigny-sur-Orge;;;;
46860;Chilly-Mazarin;;;;
47030;Petit-Vaux;;;;
65839;Petit-Jouy-les-Loges;;;;
65842;Versailles-Chantiers;;;;
142873;Vitry-sur-Seine;;;;
1470421;Dourdan-la-Forêt;;;;
1470429;Breuillet-Village;;;;
1470433;Egly;;;;
1470445;Epinay-sur-Orge;;;;
1470449;Juvisy-sur-Orge;;;;
1470452;Choisy-le-Roi;;;;
1470459;Musée d'Orsay;;;;
1470465;Champ de Mars-Tour Eiffel;;;;
1470467;Kennedy Radio-France;;;;
1470477;Pereire;;;;
1470484;Les Grésillons;;;;
1470489;Saint-Gratien;;;;
1470499;Saint-Martin d'Etampes;;;;
1470501;Etampes;;;;
1664171;Etréchy;;;;
1664173;Chamarande;;;;
1664174;Chamarande;;;;
1664178;Bouray;;;;
1664180;Marolles-en-Hurepoix;;;;
1664181;Brétigny-sur-Orge;;;;
1664182;Brétigny-sur-Orge;;;;
1664186;Sainte-Geneviève-des-Bois;;;;
1664210;Boulainvilliers;;;;
1664244;Saint-Ouen;;;;
1664252;Saint-Ouen;;;;
1664280;Les Grésillons;;;;
1664308;Saint-Gratien;;;;
1664352;Franconville Plessis-Bouchard;;;;
2855046;Gare d'Austerlitz Grandes Lignes;;;;
1670018;Choisy-le-Roi;;;;
1670023;Ablon;;;;
1673398;Brétigny-sur-Orge;;;;
1673404;Lardy;;;;
6591394;Athis-Mons;;;;
6591405;Saint-Michel Notre-Dame;;;;
6591410;Invalides;;;;
6591427;Porchefontaine;;;;
6591430;Versailles-Chantiers;;;;
60286;Châtelet-Les Halles;;;;
60288;Gare du Nord;;;;
60289;Gare du Nord;;;;
60312;Orry-la-Ville Coye;;;;
60320;Gare de Lyon (Banlieue);;;;
60330;Villeneuve-Saint-Georges;;;;
60394;Boussy-Saint-Antoine;;;;
60396;Combs-la-Ville Quincy;;;;
60404;Le Mee;;;;
132634;Stade de France-Saint-Denis;;;;
60408;Gare du Nord;;;;
60413;Garges-Sarcelles;;;;
60433;Ris-Orangis;;;;
60437;Orangis Bois de l'Epine;;;;
60443;Ballancourt;;;;
60444;La Ferté-Alais;;;;
60461;Gare du Nord;;;;
60482;Villeneuve-Saint-Georges;;;;
60492;Le Bras-de-Fer;;;;
60495;Mennecy;;;;
60502;Malesherbes;;;;
591225;Orry-la-Ville Coye;;;;
591226;Orry-la-Ville Coye;;;;
591227;La Borne-Blanche;;;;
591228;La Borne-Blanche;;;;
591233;Les Noues;;;;
5422314;Gare du Nord (Surface);;;;
590101;Survilliers-Fosses;;;;
590103;Louvres;;;;
590114;Pierrefitte Stains;;;;
590116;Saint-Denis;;;;
590117;Stade de France-Saint-Denis;;;;
590122;Chatelet-Les Halles;;;;
590140;Viry-Châtillon;;;;
590141;Grigny-Centre;;;;
590143;Orangis Bois de l'Epine;;;;
590148;Le Bras-de-Fer;;;;
590153;Villabé;;;;
590156;Le Plessis-Chenet-IBM;;;;
590161;Ponthierry Pringy;;;;
590164;Boissise-le-Roi;;;;
1988702;Ris-Orangis;;;;
1988705;Evry Val de Seine;;;;
2695202;Gare de Lyon;;;;
2695203;Gare de Lyon;;;;
4770533;Creil;;;;
4770535;Chantilly-Gouvieux;;;;
1662665;Le Vert de Maisons;;;;
1662669;Villeneuve-Triage;;;;
1662680;Orangis Bois de l'Epine;;;;
1662684;Le Bras-de-Fer;;;;
4102152;Stade de France-Saint-Denis;;;;
4102153;Stade de France-Saint-Denis;;;;
4102166;Yerres;;;;
4102169;Brunoy;;;;
4102170;Boussy-Saint-Antoine;;;;
4102172;Combs-la-Ville Quincy;;;;
4102173;Combs-la-Ville Quincy;;;;
4102177;Savigny-le-Temple Nandy;;;;
4102179;Cesson;;;;
4102181;Le Mee;;;;
4102183;Melun;;;;
5005183;Haussmann-Saint-Lazare;;;;
5005184;Haussmann-Saint-Lazare;;;;
5005190;Pantin;;;;
5005380;Le Chênay Gagny;;;;
5005524;Rosny-sous-Bois;;;;
5005527;Nogent Le-Perreux;;;;
5005532;Villiers-sur-Marne Plessis-Trévise;;;;
5005533;Les Yvris Noisy-le-Grand;;;;
5005667;Roissy-en-Brie;;;;
5005670;Ozoir-la-Ferrière;;;;
5005674;Tournan;;;;
2036;Châtelet;75101;600839;2428915;48.8585696317,2.3479332425
1864;Louvre-Rivoli;75101;600328;2429172;48.8608798168,2.34097327248
1773;Palais-Royal (Musée du Louvre);75101;600005;2429338;48.8623717808,2.3365735974
2429;Porte de Vincennes;75120;605457;2427632;48.8470164776,2.410816879
2371;Nation;75112;604516;2427753;48.8481111908,2.39800400946
2443;Reuilly-Diderot;75112;603623;2427668;48.8473528362,2.38584253671
2498;Tuileries;75101;599456;2429606;48.8647801217,2.3290949511
2147;Charles de Gaulle-Etoile;75108;596963;2430625;48.8739310535,2.29512724832
2342;Pont de Neuilly;92051;594278;2431915;48.8855060687,2.25852746686
1978;Colonel Fabien;75110;602471;2431098;48.878184941,2.3701745433
2547;Barbès-Rochechouart;75109;600956;2431709;48.8836800685,2.34953280032
2096;Anvers;75118;600562;2431619;48.8828716494,2.34416356947
2120;Blanche;75118;599705;2431719;48.8837704781,2.33248514494
2405;Place de Clichy;75109;599330;2431684;48.8834556108,2.32737499008
2452;Rome;75117;598818;2431530;48.8820707932,2.32039833598
2361;Monceau;75108;598012;2431364;48.88057685,2.30941594283
2504;Victor Hugo;75116;596236;2430173;48.8698648717,2.28522620392
1950;Gambetta;75120;604547;2429608;48.8647826599,2.39844583044
1765;Réaumur-Sébastopol;75102;601173;2429773;48.8662803178,2.3524847935
2007;Bourse;75102;600306;2430049;48.8687617518,2.34067412548
1760;Quatre Septembre;75102;599987;2430149;48.8696605314,2.33632827831
1846;Opéra;75109;599688;2430267;48.8707209355,2.33225474024
1630;Villiers;75117;598506;2431456;48.8814050597,2.31614704757
1634;Wagram;75117;597729;2431713;48.8837124353,2.30555775418
1738;Porte de Champerret;75117;596724;2431939;48.8857391189,2.29186061734
1802;Pont de Levallois-Bécon;92044;595911;2433227;48.8973098644,2.28076863947
2471;Rue Saint-Maur;75111;603699;2429403;48.8629456209,2.38689240121
2542;Sentier;75102;600812;2429892;48.8673503407,2.34756723208
2260;Europe;75108;599007;2431195;48.8790603985,2.32297462907
2277;Malesherbes;75117;598129;2431582;48.8825364321,2.31100923967
1742;Porte de Clignancourt;75118;600549;2433299;48.8979701297,2.3439883801
1655;Marcadet-Poissonniers;75118;600944;2432584;48.8915438899,2.34937111205
1855;Les Halles;75101;600732;2429298;48.86201193,2.34647644857
1824;Montparnasse-Bienvenue;75114;599114;2427315;48.8441894677,2.3244412291
1645;Raspail;75114;599557;2426755;48.8391569407,2.33047414783
2212;Gare du Nord;75110;601328;2431271;48.8797430235,2.35460080714
2487;Strasbourg-Saint-Denis;75102;601321;2430146;48.8696323244,2.35450205976
2185;Denfert-Rochereau;75114;599684;2426212;48.8342767721,2.33220379397
2367;Mouton-Duvernet;75114;599552;2425980;48.8321915585,2.3304069893
1772;Ourcq;75119;603594;2432037;48.8866187516,2.38548413305
1922;Laumière;75119;603125;2431849;48.8849315698,2.37909124357
2017;Campo-Formio;75113;601634;2426354;48.8355511759,2.35875209186
2550;Bobigny-Pablo-Picasso;93008;608285;2434326;48.9071472718,2.4494575012
2121;Bobigny-Pantin (Raymond Queneau);93008;606482;2433061;48.8957991918,2.42485729506
